,branch4,col1,col101,col102,col103,col104,col105,col106,col2,col201,col202,col203,col204,col205,col206,col207,col208,col209,col210,col211,col212,col213,col214,col3,col301,col302,col303,col304,col305,col4,col401,col402,col403,col404,col405,col5,col7,col8,hiweight,hntst1,hntst10,hntst101,hntst102,hntst103,hntst104,hntst105,hntst11,hntst12,hntst2,hntst201,hntst202,hntst203,hntst204,hntst205,hntst206,hntst207,hntst208,hntst209,hntst210,hntst3,hntst301,hntst302,hntst303,hntst304,hntst305,hntst306,hntst307,hntst308,hntst309,hntst310,hntst4,hntst401,hntst402,hntst403,hntst404,hntst405,hntst406,hntst5,hntst7,hntst9,hock1,hock101,hock102,hock103,hock104,hock105,hock106,hock107,hock108,hock109,hock110,hock111,hock2,hock3,hock5,hock6,hrs2,hrs201,hrs202,hrs203,hrs204,hrs205,hrs3,hrs5,hrs6,hrse1,hrse101,hrse102,hrse103,hrse104,hrse105,hrse106,idnumber,jog1,jog101,jog102,jog103,jog104,jog105,jog106,jog107,jog108,jog109,jog110,jog2,jog3,jog301,jog302,jog303,jog304,jog305,jog4,jog5,jog501,jog502,jog503,jog504,jog505,jog506,jog507,jog6,jog8,jog9,lax1,lax101,lax102,lax103,lax104,lax105,lax106,lax2,lax3,lax5,lax6,loweight,off1,off101,off102,off103,off104,off105,off2,off201,off202,off203,off204,off205,off206,off207,off208,off3,off301,off302,off303,off304,off305,off306,off307,off308,off4,off401,off402,off403,off404,off405,off406,off407,off408,off5,off7,off8,shoot1,shoot101,shoot102,shoot103,shoot104,shoot105,shoot106,shoot107,shoot108,skte1,skte101,skte102,skte103,skte104,skte105,skte106,skte107,skte108,skte109,skte110,skte111,skte12,skte3,skte4,view1,view101,view102,view103,view104,view105,view106,view107,view108,view109,view110,view111,view112,view2,view201,view202,view203,view204,view205,view206,view207,view208,view3,view4,view401,view402,view403,view404,view405,view406,view407,view408,view409,view410,view411,view412,view5,view7,view8
30,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3857.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,At least 18,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,10000000010000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,3,Don't know / doesn't apply,Don't know / doesn't apply,160.89,1000,,Not checked,Checked,Not checked,Not checked,Not checked,Dissatisfied,Dissatisfied,1100000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,100,Dissatisfied,Dissatisfied,100100,Checked,Not checked,Not checked,Checked,Not checked,Not checked,29.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,50,Satisfied,Satisfied,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,10,Don't know / doesn't apply,Don't know / doesn't apply
32,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5613.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,1,Satisfied,Satisfied
33,At least 18,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,14,Satisfied,Dissatisfied,232.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,7,Satisfied,Satisfied
34,At least 18,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,10,Satisfied,Highly satisfied,84.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,20,Highly satisfied,Highly satisfied
35,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.00,1000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,11000,Checked,Checked,Not checked,Not checked,Not checked,No,,,,,,,,,100,Highly satisfied,Satisfied,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,3,Satisfied,Satisfied
36,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.69,11000,Satisfied,Checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,1111000000,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,3,30,Satisfied,,,,,,,,,,,,,,,,,,,,,,,7,Don't know / doesn't apply,Satisfied,100,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,34.00,1000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,40,Satisfied,Satisfied,,,,,,,,,,,,0.57,100,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,50,Satisfied,Satisfied,11111000,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,10000000100,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,30,Satisfied,Satisfied
38,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,1100000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,30,Highly satisfied,Satisfied,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,Satisfied,Satisfied
39,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2814.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,10,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Dissatisfied,Dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,111100,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,No,,,,,,,,,,,,,,15,Satisfied,Satisfied
40,At least 18,110100,Checked,Checked,Not checked,Checked,Not checked,Not checked,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,3,Satisfied,Satisfied,2961.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00,100000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,Don't know,,,,,,,,,50,Satisfied,Satisfied,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,5,Satisfied,Satisfied
41,At least 18,11000,Not checked,Checked,Checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,20,Satisfied,Satisfied,2833.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,2,Satisfied,Satisfied
42,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00,1111111000,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Yes,10000,Checked,Not checked,Not checked,Not checked,Not checked,Yes,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100,Satisfied,Satisfied,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,20,Satisfied,Satisfied
43,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00,1100100000,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,180,Highly satisfied,Highly satisfied,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000100100,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,14,Satisfied,Satisfied
44,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3226.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Highly dissatisfied,Highly dissatisfied,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,42.00,100000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,20,Highly satisfied,Highly satisfied,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.35,1000,,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,10,Satisfied,Satisfied
47,At least 18,111000,Checked,Checked,Checked,Not checked,Not checked,Not checked,1100001000000,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,3,Highly satisfied,Highly satisfied,178.20,100,,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,10000,Checked,Not checked,Not checked,Not checked,Not checked,1000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,20,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,11010100100,Not checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,111000,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,25,Highly satisfied,Highly satisfied
48,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.20,11000,Satisfied,Checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,1100000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10,10,Don't know / doesn't apply,,,,,,,,,,,,,,,,,1100,Not checked,Checked,Checked,Not checked,Not checked,30,Don't know / doesn't apply,Satisfied,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,45.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,45,Satisfied,Satisfied,,,,,,,,,,,,0.71,1100,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,30,Don't know / doesn't apply,Satisfied,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1010000,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,365,Don't know / doesn't apply,Satisfied
49,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,1000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,,,,,,,,,60,Highly satisfied,Satisfied,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,50,Satisfied,Satisfied
50,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,At least 18,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,Satisfied,Satisfied,178.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,No,2,Satisfied,Satisfied,4.53,1000,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,3,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,1,Satisfied,Satisfied
53,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2833.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,At least 18,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,1101000000,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,12,Satisfied,Satisfied,247.31,1000,,Not checked,Checked,Not checked,Not checked,Not checked,Don't know / doesn't apply,Don't know / doesn't apply,100000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,,52,Satisfied,Satisfied,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,1010100,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,10,Satisfied,Satisfied
58,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,,10,Satisfied,Satisfied,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000011100,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,10,Satisfied,Satisfied
59,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
